,image_id,ques_en,ans_en,label
577,2363277,What is visible?,The forest.,2173
578,2401216,What is the number of clouds in the sky?,Zero.,2620
579,2408332,How is the lid of the toilet?,Closed.,743
580,2337132,How many sheds are shown?,1,7
581,2316132,What is beside the plate?,A untensil.,338
582,2316132,What is on the plate?,Food.,920
583,2355894,Why is the woman eating a donut?,She is hungry.,1915
584,2373130,What is the woman in front holding for protection?,An umbrella.,421
585,2380749,Who is in the picture?,Bikers.,583
586,2345094,What are they doing?,Walking.,2494
587,2414163,What color is the bike?,Purple.,1821
588,2318585,What color is the upper wall of the room?,Grey.,1015
589,2318585,What is the floor made of?,Tiles.,2326
590,2405309,How many people are there?,Four.,940
591,2332403,What is the woman doing?,Eating a sandwich.,854
592,2357732,Where Is the dog's collar?,Around his neck.,433
593,2347497,How many people are in the photo?,One.,1687
594,2395326,What shade of color is the boat?,Blue.,621
595,2325104,How many people are in this photo?,Two.,2446
596,2368181,What is on the mountain?,Trees.,2425
597,2360987,Where is the toilet bowl?,On the left side.,1602
598,2360987,What are these hoses and shower heads used for?,Aid in showering with water.,390
599,2386905,What does the woman have on her eyes?,Glasses.,973
600,2386905,What kind of food is in the picture?,Sandwiches.,1902
601,2342715,What are all the people on the side doing?,Watching.,2509
602,2368125,What is in the water?,Boats.,626
603,2329560,What color are the stairs?,Green.,1009
604,2370142,What is in front of the trees?,A fence.,151
605,2358721,What is the easel made of?,Wood.,2593
606,2329587,How many players?,1,7
607,2407210,What does the food processor machine do?,Cuts food.,785
608,2376244,Where are the green leaves?,Tree.,2423
609,2398411,What are the elephants doing?,Entertaining people.,869
610,2395638,What is between the metal poles in the front of the picture?,Wire.,2576
611,2316132,What kind of utensil?,A fork.,158
612,2322510,What is the feeder hanging from?,A tree.,334
613,2416825,When was this picture taken?,When it was sunny out.,2525
614,2405309,What type of glasses is the woman wearing?,Sunglasses.,2050
615,2405309,What color is the person's shirt?,Blue.,621
616,2364872,What kind of sandwich is next to the chicken leg?,Hot dog.,1059
617,2325104,What color is the tennis ball?,Yellow.,2612
618,2371699,What is around the edge of the plate?,Ridges.,1860
619,2362823,Why are the apples cut?,To eat.,2339
620,2406319,Where is the mountain?,The background.,2114
621,2342715,Where did this skier start?,Top of the hill.,2401
622,2342858,Who is behind the batter?,The catcher.,2151
623,2353018,What color is the wall?,Yellow.,2612
624,2401948,What color is the crust?,Tan.,2085
625,2401948,What is the color of the cheese?,White.,2563
626,2329560,Where is the red building?,In the front.,1151
627,2365007,When is it?,Daytime.,800
628,2388459,What is behind the bridge?,Water fountain.,2511
629,2329587,Who is watching her?,The coach.,2155
630,2376244,Where was the photo taken?,On a boardwalk.,1485
631,2382680,What is standing by the lake?,A horse.,183
632,2401216,What is in the distance?,Mountains.,1391
633,2323851,Where is the person sitting?,On a horse.,1497
634,2353273,What color is the hat?,Yellow.,2612
635,2335243,When was the photo taken?,During the day.,846
636,2395638,What part of the animal is holding the grass?,Trunk.,2427
637,2407576,Where is the taken?,On the street.,1645
638,2380749,What time of day is it?,Day time.,798
639,2345094,Why are they walking?,To move.,2354
640,2414163,Why is there a shadow of the man?,Sunny.,2057
641,2414163,What color are the earphones?,White.,2563
642,2416825,Where was this picture taken?,Behind a building.,528
643,2317878,What is the board made of?,Wood.,2593
644,2332403,Where are the sunglasses?,On the woman's face.,1660
645,2386594,What color shorts is the man wearing?,Red.,1854
646,2339693,What is behind the man?,A wave.,343
647,2393860,What is the walkway made of?,Concrete.,758
648,2395326,What shade of color is the tails?,Brown.,655
649,2395326,What ages of cattle are shown?,Baby and adult.,484
650,2380175,What is the color of the rope?,Blue.,621
651,2368181,What is on the shoulders?,Nothing.,1461
652,2330773,Why are the sheep in the field?,Eating.,856
653,2362823,Where is the egg?,Below the croissant top.,565
654,2360987,What is white in color?,The toilet.,2259
655,2319245,When was this picture taken?,Daytime.,800
656,2407883,What is behind the horse?,Metal fence.,1374
657,2341095,How many sinks are in the picture?,One.,1687
658,2370142,What is the round green object?,A tennis ball.,317
659,2407210,What electric device is the focus of the photo?,Food processor.,919
660,2329389,What animal is this?,Cat.,694
661,2349259,Who is in glasses?,The man on the left.,2198
662,2319911,What is the building?,The subway station.,2247
663,2407619,What color is the writing on the side of the red bus?,White.,2563
664,2318401,Where is the bird?,On top of the building.,1666
665,2398411,What are the bleachers made of?,Stone.,2017
666,2408332,Where is the toilet tank?,Behind the toilet bowl.,552
667,2408332,What is to the left of the toilet?,Window.,2568
668,2382006,What kind of transportation vehicle is in the photo?,Airplane.,392
669,2395638,Where are the windows?,On building.,1527
670,2340750,What is the man doing in the photo?,Playing Frisbee.,1792
671,2389897,What is growing wild?,Weeds.,2518
672,2322510,What is in the photograph?,A bird.,85
673,2332403,When does the scene occur?,Daytime.,800
674,2339693,When is the image taken?,When riding.,2527
675,2368181,What are on the mountains?,Trees.,2425
676,2351920,What is the bike driving on?,Road.,1875
677,2403313,Who is wearing a hat?,Man on right.,1354
678,2320720,When was this picture taken?,Daytime.,800
679,2368636,What is the sign in?,The green frame.,2177
680,2359980,What is on the bowl?,Oranges.,1700
681,2364139,Where are the white lines?,On the road?.,1628
682,2342858,How many officials are there?,One.,1687
683,2373265,What color is the umbrella?,Multi-colored.,1397
684,2407883,How many horses are seen?,1,7
685,2370142,What gender are the people?,Male.,1346
686,2341167,What is the building made from?,Brick.,639
687,2341167,Who is walking past a train?,The man with the backpack.,2199
688,2347031,When is the picture taken?,Day time.,798
689,2407619,How many buses are in the picture?,2,21
690,2401216,What is covering the mountains?,Snow.,1970
691,2337132,What animal is shown?,Zebra.,2618
692,2335243,Where is the chair?,The living room.,2194
693,2401949,Where is the clock?,Building.,662
694,2318326,What is green?,The trees.,2268
695,2400749,What is on the bed?,A red bedspread.,262
696,2348931,What color is the elephant by the trainer?,Bluish-Grey.,623
697,2378451,Where is the cat?,Inside the car.,1197
698,2415552,How many elephants are pictured?,Zero.,2620
699,2411164,Where is the vase?,In a bowl.,1070
700,2322510,Why is the bird on the feeder?,To eat.,2339
701,2318585,What color is the sink?,White.,2563
702,2332403,Where is the green and white striped umbrella?,Behind the woman.,557
703,2357732,What is the dog laying on?,A blanket.,91
704,2347497,What color are the boys eyes?,Blue.,621
705,2364872,Where is the chicken?,ON the buns.,1466
706,2364872,What kind of sandwich is there?,Chicken.,715
707,2406319,What animal is pictured?,Giraffes.,968
708,2406319,How many of the giraffes legs are shown?,8,49
709,2389113,What shape is the yellow line?,Circle.,726
710,2320720,Who is in the picture?,A man.,214
711,2348986,Where is the baby sitting?,In a booth.,1069
712,2373265,What is the person holding?,An umbrella.,421
713,2373265,What time of day is it?,Afternoon.,387
714,2353018,What color is the laptop?,Gray.,993
715,2336834,Who took the photo?,A person.,240
716,2413648,What shape is in the background?,Hexagon.,1044
717,2413648,What is the cat looking at?,Its reflection.,1240
718,2370142,Who is holding the tennis ball?,The man in the light blue shirt.,2196
719,2347031,Why is the bench there?,To sit.,2371
720,2347031,Where is the cat?,On the table.,1646
721,2324044,What is the color of the grass?,Green.,1009
722,2407210,What color is the piece of paper on the left of the table?,White.,2563
723,2407210,Where was this picture taken?,Kitchen.,1265
724,2382680,Where was the picture taken?,Stream.,2031
725,2401216,What is in the background?,Mountains.,1391
726,2401216,What is the snowboarder sliding down?,A hill.,182
727,2360685,What makes a windmill move?,The wind.,2279
728,2353273,What kind of hat is that?,Straw.,2030
729,2353273,What color ribbon is on the hat?,Black.,603
730,2382006,Where is the red truck in the photo?,Far left.,881
731,2335243,Why are there boxes there?,To pack stuff in.,2355
732,2401949,What is the plane doing?,No plane.,1451
733,2371631,What is the statue of?,A key.,191
734,2318326,What is white?,The snow.,2243
735,2355894,Who is holding the donut?,The woman.,2289
736,2355894,Where was this taken?,At a restaurant.,449
737,2407576,Who is riding the horse?,A policeman.,258
738,2390092,Where is the bread?,Top left of plate.,2398
739,2389897,How low do the largest clouds appear to be in the sky?,Very low.,2486
740,2414163,What is the man doing?,Walking.,2494
741,2317878,Who is designing the cake?,A woman.,356
742,2405669,What color is the sky?,Dark gray.,792
743,2405669,What color is the sky?,Grey.,1015
744,2405309,Who wears glasses?,The woman on the phone.,2288
745,2347497,Why is the boy doing this?,To keep his teeth clean.,2348
746,2400262,Where are the cables?,In front of the skateboarder.,1119
747,2339693,What is the use of ride?,Excitement.,872
748,2393860,What is hanging of the train?,Many people.,1360
749,2380175,How many men are in the picture?,One.,1687
750,2371699,What pattern is on the plate?,Ridges.,1860
751,2371699,Where are the bananas?,On top.,1669
752,2371699,How is the plate?,White.,2563
753,2389113,What is hitting the water?,Light.,1319
754,2320720,What color is the smoke?,Black.,603
755,2403313,Who is looking down?,Man in the middle.,1352
756,2403760,What are the people doing?,Walking.,2494
757,2348986,What is the baby holding?,A phone.,241
758,2342715,What color are all the jackets?,Red.,1854
759,2373265,What is the fence made of?,Metal.,1375
760,2392832,How much is the party tray?,30.00.,31
761,2355228,Who is in the photo?,Nobody.,1455
762,2319245,How many people are in this picture?,2,21
763,2336834,When was photo taken?,At sunset.,466
764,2400965,Where are the red lights?,Back of cars.,487
765,2413648,How many animals are in the picture?,One.,1687
766,2407210,What color are the blades?,Grey.,1015
767,2349259,What color is the wine bottle?,Black.,603
768,2319911,What color is the bus?,Red.,1854
769,2382680,What color is the horse?,Light brown.,1315
770,2363277,What is striped?,The zebra's fur.,2290
771,2318401,What is at the bottom of the photo?,A clock.,126
772,2353273,Where is the picture?,In a city.,1074
773,2337132,What is the shed made of?,Wood.,2593
774,2335243,What is above the chair?,A light.,202
775,2401949,What is on the building?,A clock.,126
776,2318326,When was the photo taken?,Day time.,798
777,2400749,What is the number of beds?,Two.,2446
778,2400749,What is the weather?,Sunny.,2057
779,2340750,Who is in the background?,People.,1753
780,2373130,When was the photo taken?,Daytime.,800
781,2380749,How many buses are pictured?,Two.,2446
782,2389897,What type of flowers are these?,Wild flowers.,2565
783,2389897,What color is the horse?,Brown.,655
784,2411164,What shape is the mirror?,Oval.,1712
785,2411164,What kind of flowers are in the vase?,Daisies.,789
786,2356248,Where are the leaves?,On the window sill.,1657
787,2317878,What is the woman doing?,Designing the cake.,801
788,2405669,How many sheep ears are shown?,4,34
789,2400262,How are the skateboarder's pants colored?,Brown.,655
790,2364872,How is the chicken cooked?,Fried.,944
791,2319313,What is in the photo?,A display.,143
792,2368181,Who is on the ground?,A person.,240
793,2371699,What type of fruit is shown?,Bananas.,498
794,2359980,What color are the walls?,Yellow.,2612
795,2403313,What is the one in the middle reading?,A book.,95
796,2403760,What are the yellow objects?,Hats.,1031
797,2389113,Where is the platform?,In the ocean.,1166
798,2342858,What color is the grass?,Green.,1009
799,2407883,What color are the woman's pants?,Pink.,1775
800,2401948,Where are the crumbs?,On the place.,1613
801,2400965,Where are the green lights?,On poles.,1551
802,2413648,What pattern does the wall look like?,Grate.,988
803,2329560,How many train cars are on the tracks?,Three.,2320
804,2370569,What has two ears?,Cow.,768
805,2370569,What is the brown animal?,A cow.,130
806,2358721,What are the cookies in?,White box.,2548
807,2317507,How many people are present?,Fourteen.,941
